,Unnamed: 0,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date
2323,2459,891080748932898816,1501285180000,2017-07-29,05:09:40,India Standard Time,834249779571875841,h_aggie_t,Hannah Tervort,,I will survive. End of the semester T- 14 days! #Student #stress #recluse,[],[],[],0,0,0,"['#student', '#stress', '#recluse']",[],https://twitter.com/h_aggie_t/status/891080748932898816,False,,0,,,,,,,"[{'user_id': '834249779571875841', 'username': 'h_aggie_t'}]",
2324,2460,891316179473707008,1501341311000,2017-07-29,20:45:11,India Standard Time,755581109568610304,uselibby,Libby 💸📚,,Go from Panic to Calm with Technology  https://tinyurl.com/y6vvl23y  #college #stress #manage #education #student #university #school #success,[],['https://tinyurl.com/y6vvl23y'],[],0,0,0,"['#college', '#stress', '#manage', '#education', '#student', '#university', '#school', '#success']",[],https://twitter.com/UseLibby/status/891316179473707008,False,,0,,,,,,,"[{'user_id': '755581109568610304', 'username': 'UseLibby'}]",
2325,2461,891376564830699520,1501355708000,2017-07-30,00:45:08,India Standard Time,755581109568610304,uselibby,Libby 💸📚,,How to: Deal with a Bad Roommate  https://tinyurl.com/ybz7t3tu  #college #school #university #dorm #living #student #tips #stress #friends,[],['https://tinyurl.com/ybz7t3tu'],[],0,0,0,"['#college', '#school', '#university', '#dorm', '#living', '#student', '#tips', '#stress', '#friends']",[],https://twitter.com/UseLibby/status/891376564830699520,False,,0,,,,,,,"[{'user_id': '755581109568610304', 'username': 'UseLibby'}]",
2326,2462,891749059580628992,1501444518000,2017-07-31,01:25:18,India Standard Time,883002049327235072,writingiseasy7,Research,,#phd @Dissertating #student #students #academic #research #dissertation #stress #masters #summer #writeup #paper #writing #postgraduate #uni https://twitter.com/writingiseasy7/status/891748177862328320 …,['dissertating'],['https://twitter.com/writingiseasy7/status/891748177862328320'],[],0,1,1,"['#phd', '#student', '#students', '#academic', '#research', '#dissertation', '#stress', '#masters', '#summer', '#writeup', '#paper', '#writing', '#postgraduate', '#uni']",[],https://twitter.com/writingiseasy7/status/891749059580628992,False,https://twitter.com/writingiseasy7/status/891748177862328320,0,,,,,,,"[{'user_id': '883002049327235072', 'username': 'writingiseasy7'}, {'user_id': '3154709373', 'username': 'Dissertating'}]",
2327,2463,892663624077946881,1501662567000,2017-08-02,13:59:27,India Standard Time,869111556058906625,nootrina,Nootrina,,Ask the doc: “What can students do to stay healthy while under stress?” - Boulder Creek High School  http://bchs.getsh101.com/ask-doc-healthy-stress/#.WYGNXuusZHg.twitter … #student #stress,[],['http://bchs.getsh101.com/ask-doc-healthy-stress/#.WYGNXuusZHg.twitter'],[],0,0,0,"['#student', '#stress']",[],https://twitter.com/nootrina/status/892663624077946881,False,,0,,,,,,,"[{'user_id': '869111556058906625', 'username': 'nootrina'}]",
2328,2464,892671628781289474,1501664475000,2017-08-02,14:31:15,India Standard Time,328050035,trueformlife,Drew Taddia,,The #Stress of Being a #Student - TRUE FORM -  http://bit.ly/2lWwOxa  pic.twitter.com/XHIqwscZmH,[],['http://bit.ly/2lWwOxa'],['https://pbs.twimg.com/media/DGNoHV1VwAAYEC4.jpg'],0,0,0,"['#stress', '#student']",[],https://twitter.com/TrueFormLife/status/892671628781289474,False,,0,,,,,,,"[{'user_id': '328050035', 'username': 'TrueFormLife'}]",
2329,2465,893477717668229122,1501856662000,2017-08-04,19:54:22,India Standard Time,4821114131,calculatingmind,Anja Burčak 🧠,,This is MY #UNC #college planner from #freshman yr... let the #stress & #anxiety begin. Ready to GRADUATE.  #Tarheel #student  pic.twitter.com/2yHsvp3QxJ,[],[],['https://pbs.twimg.com/media/DGZFPOjUwAERmGq.jpg'],0,0,3,"['#unc', '#college', '#freshman', '#stress', '#anxiety', '#tarheel', '#student']",[],https://twitter.com/CalculatingMind/status/893477717668229122,False,,0,,,,,,,"[{'user_id': '4821114131', 'username': 'CalculatingMind'}]",
2330,2466,894789071523897345,1502169313000,2017-08-08,10:45:13,India Standard Time,328050035,trueformlife,Drew Taddia,,The #Stress of Being a #Student - TRUE FORM -  http://bit.ly/2lWwOxa  pic.twitter.com/zeSKgeNV4p,[],['http://bit.ly/2lWwOxa'],['https://pbs.twimg.com/media/DGrt6vJUwAEDan9.jpg'],0,0,0,"['#stress', '#student']",[],https://twitter.com/TrueFormLife/status/894789071523897345,False,,0,,,,,,,"[{'user_id': '328050035', 'username': 'TrueFormLife'}]",
2331,2467,896719740047167488,1502629620000,2017-08-13,18:37:00,India Standard Time,760206383656603649,myfamilylifeser,MyFamilyLifeServices,,#HEALTH & SAFETY  How can I help my #student manage #stress?   http://bit.ly/2vuv7Ji   Thank you!  Use @MyFamilyLifeSer :  #Counseling pic.twitter.com/4Fw6VTR2Vj,['myfamilylifeser'],['http://bit.ly/2vuv7Ji'],['https://pbs.twimg.com/media/DG-SHphXgAEqitA.jpg'],0,1,0,"['#health', '#student', '#stress', '#counseling']",[],https://twitter.com/MyFamilyLifeSer/status/896719740047167488,False,,0,,,,,,,"[{'user_id': '760206383656603649', 'username': 'MyFamilyLifeSer'}]",
2332,2468,896910560511442944,1502675116000,2017-08-14,07:15:16,India Standard Time,328050035,trueformlife,Drew Taddia,,The #Stress of Being a #Student - TRUE FORM -  http://bit.ly/2lWwOxa  pic.twitter.com/XUJvOuDZIt,[],['http://bit.ly/2lWwOxa'],['https://pbs.twimg.com/media/DHJ3Zl-UwAMpUM5.jpg'],0,0,0,"['#stress', '#student']",[],https://twitter.com/TrueFormLife/status/896910560511442944,False,,0,,,,,,,"[{'user_id': '328050035', 'username': 'TrueFormLife'}]",
2333,2469,897083736113770497,1502716404000,2017-08-14,18:43:24,India Standard Time,1201321082,studentstats,Student Marketing,,5 ways to de-#stress right now  https://goo.gl/fb/293H1m  #student #calm #classicalmusic #meditation #relax #relaxation,[],['https://goo.gl/fb/293H1m'],[],0,0,0,"['#stress', '#student', '#calm', '#classicalmusic', '#meditation', '#relax', '#relaxation']",[],https://twitter.com/studentstats/status/897083736113770497,False,,0,,,,,,,"[{'user_id': '1201321082', 'username': 'studentstats'}]",
2334,2470,898189830240292865,1502980117000,2017-08-17,19:58:37,India Standard Time,755728774025576448,s2c_lincs,steps2change Lincolnshire NHS,,For information around #student #stress & self #help top tips please view ➡️  http://www.nhs.uk/Livewell/studenthealth/Pages/Copingwithstress.aspx … #Alevels2017 #alevelresultsday2017 #s2c,[],['http://www.nhs.uk/Livewell/studenthealth/Pages/Copingwithstress.aspx'],[],0,0,0,"['#student', '#stress', '#help', '#alevels2017', '#alevelresultsday2017', '#s2c']",[],https://twitter.com/s2c_Lincs/status/898189830240292865,False,,0,,,,,,,"[{'user_id': '755728774025576448', 'username': 's2c_Lincs'}]",
2335,2471,898841603585875968,1503135512000,2017-08-19,15:08:32,India Standard Time,898823135608176640,nukyffyjygul,Jango Fett,,Retweet and #share to save a #student from #exam #stress. Y showing #students this #apps. #popular #tech #trump  https://play.google.com/store/apps/details?id=intellismrt.co.nf.trimifyplay …,[],['https://play.google.com/store/apps/details?id=intellismrt.co.nf.trimifyplay'],[],0,1,1,"['#share', '#student', '#exam', '#stress', '#students', '#apps', '#popular', '#tech', '#trump']",[],https://twitter.com/Nukyffyjygul/status/898841603585875968,False,,0,,,,,,,"[{'user_id': '898823135608176640', 'username': 'Nukyffyjygul'}]",
2336,2472,899055089821691904,1503186411000,2017-08-20,05:16:51,India Standard Time,328050035,trueformlife,Drew Taddia,,The #Stress of Being a #Student - TRUE FORM -  http://bit.ly/2lWwOxa  pic.twitter.com/RgvYePf6JH,[],['http://bit.ly/2lWwOxa'],['https://pbs.twimg.com/media/DHoV1pZV0AAfnB3.jpg'],0,0,0,"['#stress', '#student']",[],https://twitter.com/TrueFormLife/status/899055089821691904,False,,0,,,,,,,"[{'user_id': '328050035', 'username': 'TrueFormLife'}]",
2337,2473,900235742701420544,1503467901000,2017-08-23,11:28:21,India Standard Time,838673149067575296,gcap_griffith,GCAP,,Maybe... maybe sticky notes will work better! #gradschool #phdlife #uni #student #phdchat #stress #KeepCalm #research #write #thesiswriting pic.twitter.com/yjpDmMLSqq,[],[],['https://pbs.twimg.com/media/DH5HB9NVoAECIvV.jpg'],0,0,0,"['#gradschool', '#phdlife', '#uni', '#student', '#phdchat', '#stress', '#keepcalm', '#research', '#write', '#thesiswriting']",[],https://twitter.com/GCAP_Griffith/status/900235742701420544,False,,0,,,,,,,"[{'user_id': '838673149067575296', 'username': 'GCAP_Griffith'}]",
2338,2474,900314189771800576,1503486604000,2017-08-23,16:40:04,India Standard Time,823245625890402304,mindfulresearch,John M de Castro,,Improve #Nursing #Student #Psychological #WellBeing with #Yoga  http://contemplative-studies.org/wp/index.php/2017/08/23/improve-nursing-student-psychological-well-being-with-yoga/ … #Mindfulness #Stress #Burnout #SelfCompassion #Nurse pic.twitter.com/pPXsyfNYzC,[],['http://contemplative-studies.org/wp/index.php/2017/08/23/improve-nursing-student-psychological-well-being-with-yoga/'],['https://pbs.twimg.com/media/DH6OpRzUQAAgZ6P.jpg'],0,0,1,"['#nursing', '#student', '#psychological', '#wellbeing', '#yoga', '#mindfulness', '#stress', '#burnout', '#selfcompassion', '#nurse']",[],https://twitter.com/MindfulResearch/status/900314189771800576,False,,0,,,,,,,"[{'user_id': '823245625890402304', 'username': 'MindfulResearch'}]",
2339,2475,901198895723692032,1503697534000,2017-08-26,03:15:34,India Standard Time,328050035,trueformlife,Drew Taddia,,The #Stress of Being a #Student - TRUE FORM -  http://bit.ly/2lWwOxa  pic.twitter.com/BTKS1AtJp8,[],['http://bit.ly/2lWwOxa'],['https://pbs.twimg.com/media/DIGznl0VYAAcEAw.jpg'],0,0,0,"['#stress', '#student']",[],https://twitter.com/TrueFormLife/status/901198895723692032,False,,0,,,,,,,"[{'user_id': '328050035', 'username': 'TrueFormLife'}]",
2340,2476,901920891755315200,1503869672000,2017-08-28,03:04:32,India Standard Time,2909381990,harassnomore,PRMAC_Consulting,,Concerted effort needed to help stressed students  http://str.sg/4HJK  #student #mentalhealth #bullying #stress,[],['http://str.sg/4HJK'],[],0,0,1,"['#student', '#mentalhealth', '#bullying', '#stress']",[],https://twitter.com/HarassNoMore/status/901920891755315200,False,,0,,,,,,,"[{'user_id': '2909381990', 'username': 'HarassNoMore'}]",
2341,2477,902189053185069057,1503933606000,2017-08-28,20:50:06,India Standard Time,21773756,edcannet,EdCan Network,,Learn strategies to reduce #student's #stress with @thierryUdM  http://ow.ly/z0cD30ezaPm  #wellness #wellbeing #internet #technology @tdsb pic.twitter.com/HPUBHNs7Rp,"['thierryudm', 'tdsb']",['http://ow.ly/z0cD30ezaPm'],['https://pbs.twimg.com/media/DIU4KSGXgAAd8dG.png'],0,1,2,"['#student', '#stress', '#wellness', '#wellbeing', '#internet', '#technology']",[],https://twitter.com/EdCanNet/status/902189053185069057,False,,0,,,,,,,"[{'user_id': '21773756', 'username': 'EdCanNet'}, {'user_id': '25337475', 'username': 'thierryUdM'}, {'user_id': '43384404', 'username': 'tdsb'}]",
2342,2478,902895569147879427,1504102053000,2017-08-30,19:37:33,India Standard Time,72114692,jojjer,Jo Evans,,College vibes day 12 #100daysofoutside #day12 #agoraphobia #therapy #student #igotthis💪  https://www.instagram.com/p/BYa7KPTDPI4/ ,[],['https://www.instagram.com/p/BYa7KPTDPI4/'],[],0,0,0,"['#100daysofoutside', '#day12', '#agoraphobia', '#therapy', '#student', '#igotthis']",[],https://twitter.com/Jojjer/status/902895569147879427,False,,0,,,,,,,"[{'user_id': '72114692', 'username': 'Jojjer'}]",
2343,2480,903342919490297856,1504208709000,2017-09-01,01:15:09,India Standard Time,328050035,trueformlife,Drew Taddia,,The #Stress of Being a #Student - TRUE FORM -  http://bit.ly/2lWwOxa  pic.twitter.com/x3eKZNDabW,[],['http://bit.ly/2lWwOxa'],['https://pbs.twimg.com/media/DIlRmMQVwAAS2JY.jpg'],0,0,0,"['#stress', '#student']",[],https://twitter.com/TrueFormLife/status/903342919490297856,False,,0,,,,,,,"[{'user_id': '328050035', 'username': 'TrueFormLife'}]",
2344,2481,903561951912931329,1504260931000,2017-09-01,15:45:31,India Standard Time,831111117258817536,vn_tin_tuc,TinTucVN,,"Nhật Bản: ""Nỗi ám ảnh ngày tựu trường"" của học sinh Nhật Bản  https://tintuc-vn.com/index.php/2017/09/01/nhat-ban-noi-am-anh-ngay-tuu-truong-cua-hoc-sinh-nhat-ban/ … #Japan #Student #SuicidePrevention #Stress #School pic.twitter.com/A6aq2QePBe",[],['https://tintuc-vn.com/index.php/2017/09/01/nhat-ban-noi-am-anh-ngay-tuu-truong-cua-hoc-sinh-nhat-ban/'],['https://pbs.twimg.com/media/DIoYzAuUMAI8fV6.jpg'],0,0,0,"['#japan', '#student', '#suicideprevention', '#stress', '#school']",[],https://twitter.com/VN_Tin_Tuc/status/903561951912931329,False,,0,,,,,,,"[{'user_id': '831111117258817536', 'username': 'VN_Tin_Tuc'}]",
