,Unnamed: 0,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date
1111,1127,471316820847509504,1401205661000,2014-05-27,21:17:41,India Standard Time,2168144109,kfiggles,Kelly Figlios,,"in times of #stress, turn the #music up! #blog #dayinthelife #music #university #student #help #procrastination --  http://kellyfiglios.wordpress.com/2014/05/27/sing-along-student-26-days/ …",[],['http://kellyfiglios.wordpress.com/2014/05/27/sing-along-student-26-days/'],[],0,1,1,"['#stress', '#music', '#blog', '#dayinthelife', '#music', '#university', '#student', '#help', '#procrastination']",[],https://twitter.com/kfiggles/status/471316820847509504,False,,0,,,,,,,"[{'user_id': '2168144109', 'username': 'kfiggles'}]",
1112,1128,471327460316155905,1401208198000,2014-05-27,21:59:58,India Standard Time,808749847,tl_kate,Kate JohnsonMcGregor,,"When a student asks to eat lunch in my office and it's a truckload of hot, greasy chips from the Admiral. And I had salad for lunch. #agony",[],[],[],1,0,3,['#agony'],[],https://twitter.com/TL_Kate/status/471327460316155905,False,,0,,,,,,,"[{'user_id': '808749847', 'username': 'TL_Kate'}]",
1113,1129,471569694307414016,1401265951000,2014-05-28,14:02:31,India Standard Time,1500971497,hollymadeline_,Holly Madeline,,This better have been worth it! #design #deadlines #studio #stress #student #vinyl #typography #type…  http://instagram.com/p/oiK7vPHABt/ ,[],['http://instagram.com/p/oiK7vPHABt/'],[],0,0,0,"['#design', '#deadlines', '#studio', '#stress', '#student', '#vinyl', '#typography', '#type']",[],https://twitter.com/hollymadeline_/status/471569694307414016,False,,0,,,,,,,"[{'user_id': '1500971497', 'username': 'hollymadeline_'}]",
1114,1130,471610521611821058,1401275685000,2014-05-28,16:44:45,India Standard Time,549986343,aeymarga,Anne Margarette Ofalsa,,Good day! #after #school #back #to #school #end #of #summer #break #student #again #stress #again…  http://instagram.com/p/oidf7yEBzj/ ,[],['http://instagram.com/p/oidf7yEBzj/'],[],0,0,0,"['#after', '#school', '#back', '#to', '#school', '#end', '#of', '#summer', '#break', '#student', '#again', '#stress', '#again']",[],https://twitter.com/aeymarga/status/471610521611821058,False,,0,,,,,,,"[{'user_id': '549986343', 'username': 'aeymarga'}]",
1115,1131,471986336032096256,1401365286000,2014-05-29,17:38:06,India Standard Time,31477228,clundholm,Caroline Lundholm,,Bakar alltså 5 st sådana här:  http://matgeek.se/2014/04/08/key-lime-pie-precis-som-den-ska-vara/ … #matgeek #student #trauma,[],['http://matgeek.se/2014/04/08/key-lime-pie-precis-som-den-ska-vara/'],[],1,0,1,"['#matgeek', '#student', '#trauma']",[],https://twitter.com/clundholm/status/471986336032096256,False,,0,,,,,,,"[{'user_id': '31477228', 'username': 'clundholm'}]",
1116,1132,472079941383630848,1401387603000,2014-05-29,23:50:03,India Standard Time,1129847347,hugo_poves,Hugo,,I want to finish this cycle cause I feel so tired #medicine #student #books #stress #hard #love #passion #happy #happyfeet,[],[],[],0,0,0,"['#medicine', '#student', '#books', '#stress', '#hard', '#love', '#passion', '#happy', '#happyfeet']",[],https://twitter.com/hugo_poves/status/472079941383630848,False,,0,,,,,,,"[{'user_id': '1129847347', 'username': 'hugo_poves'}]",
1117,1133,472120002062348288,1401397154000,2014-05-30,02:29:14,India Standard Time,324262379,helenm_33,Helen M,,Last exam tomorrow morning! Can't wait to get it over with 😋 #stress #panic #exams #uni #unilife #student #nomoreexams #nomorestress,[],[],[],0,0,0,"['#stress', '#panic', '#exams', '#uni', '#unilife', '#student', '#nomoreexams', '#nomorestress']",[],https://twitter.com/HelenM_33/status/472120002062348288,False,,0,,,,,,,"[{'user_id': '324262379', 'username': 'HelenM_33'}]",
1118,1134,473562301602471937,1401741025000,2014-06-03,02:00:25,India Standard Time,17908706,andromedax,AndromedaX,,"T minus 12 hours until exam time... wish me luck, Twitter types!!!  #exams #student #stress #IHateExams",[],[],[],0,0,0,"['#exams', '#student', '#stress', '#ihateexams']",[],https://twitter.com/AndromedaX/status/473562301602471937,False,,0,,,,,,,"[{'user_id': '17908706', 'username': 'AndromedaX'}]",
1119,1135,473781104668049408,1401793192000,2014-06-03,16:29:52,India Standard Time,418204047,amm91mma,Anna-Marie Morozow,,What in the world possessed me to do a MSc and a fast track A level in chemistry in 1 year? #panic #stress #student #exams,[],[],[],0,0,0,"['#panic', '#stress', '#student', '#exams']",[],https://twitter.com/amm91mma/status/473781104668049408,False,,0,,,,,,,"[{'user_id': '418204047', 'username': 'amm91mma'}]",
1120,1136,474297902551277569,1401916406000,2014-06-05,02:43:26,India Standard Time,240835893,alvina_vina_,Alvina de Bruyn,,serious effects of exams! #law #exams #student #crazy #sleepdeprived #exhausted #cantdeal #stress #examfashion  http://www.keek.com/!KYHaeab ,[],['http://www.keek.com/!KYHaeab'],[],0,0,0,"['#law', '#exams', '#student', '#crazy', '#sleepdeprived', '#exhausted', '#cantdeal', '#stress', '#examfashion']",[],https://twitter.com/Alvina_Vina_/status/474297902551277569,False,,0,,,,,,,"[{'user_id': '240835893', 'username': 'Alvina_Vina_'}]",
1121,1137,474559628806586370,1401978807000,2014-06-05,20:03:27,India Standard Time,231713365,cindyytanjungg,cindy,,GEOGRAFI + LIN.MINAT KIMIA? IT'S EASY MENNN!! *DALEM HATI MERINTIH* #stress #student #school #exam…  http://instagram.com/p/o3amO9ihEJ/ ,[],['http://instagram.com/p/o3amO9ihEJ/'],[],0,0,0,"['#stress', '#student', '#school', '#exam']",[],https://twitter.com/cindyytanjungg/status/474559628806586370,False,,0,,,,,,,"[{'user_id': '231713365', 'username': 'cindyytanjungg'}]",
1122,1138,475173341813166080,1402125127000,2014-06-07,12:42:07,India Standard Time,1193630768,adibamin91,Adib Amin,,Final exam ni leh buat aku pecah otak.. Banyak betul nk kena faham nya :'(  #feeling #stress #student #degree #life,[],[],[],0,0,0,"['#feeling', '#stress', '#student', '#degree', '#life']",[],https://twitter.com/adibamin91/status/475173341813166080,False,,0,,,,,,,"[{'user_id': '1193630768', 'username': 'adibamin91'}]",
1123,1139,475182750107193344,1402127370000,2014-06-07,13:19:30,India Standard Time,861417763,nk_counselling,Neringa Kisler,,#BPSPsychotherapy #50th #AnnualConference 8th July. Register Now  http://www.kc-jones.co.uk/50th  #student tickets £40 #overcoming #stress #depression,[],['http://www.kc-jones.co.uk/50th'],[],0,0,0,"['#bpspsychotherapy', '#50th', '#annualconference', '#student', '#overcoming', '#stress', '#depression']",[],https://twitter.com/NK_Counselling/status/475182750107193344,False,,0,,,,,,,"[{'user_id': '861417763', 'username': 'NK_Counselling'}]",
1124,1140,475237776221163520,1402140490000,2014-06-07,16:58:10,India Standard Time,238827285,daniealhzre,Hzre,,"Currently mood like &%^!~$/,? Stress melampau ni #student #life #19 #study #FinalExam #stress  http://instagram.com/p/o8O-8sTIM7/ ",[],['http://instagram.com/p/o8O-8sTIM7/'],[],0,0,0,"['#student', '#life', '#study', '#finalexam', '#stress']",[],https://twitter.com/DaniealHzre/status/475237776221163520,False,,0,,,,,,,"[{'user_id': '238827285', 'username': 'DaniealHzre'}]",
1125,1141,475800789605416961,1402274722000,2014-06-09,06:15:22,India Standard Time,72661446,franco__1111,Franco ❌,,Final exams are coming... #selfie #me #rightnow #study #exams #student #economics #stress  http://instagram.com/p/pAPAuyF4WU/ ,[],['http://instagram.com/p/pAPAuyF4WU/'],[],0,0,0,"['#selfie', '#me', '#rightnow', '#study', '#exams', '#student', '#economics', '#stress']",[],https://twitter.com/franco__1111/status/475800789605416961,False,,0,,,,,,,"[{'user_id': '72661446', 'username': 'franco__1111'}]",
1126,1142,476060665807769602,1402336682000,2014-06-09,23:28:02,India Standard Time,185482069,darercaxd,Darerca.,,Let's hope paper 2 goes just as well as today! #lc #LC2014 #leavingcert #hate #stress #study #student…  http://instagram.com/p/pCFMARGZ5X/ ,[],['http://instagram.com/p/pCFMARGZ5X/'],[],0,0,0,"['#lc', '#lc2014', '#leavingcert', '#hate', '#stress', '#study', '#student']",[],https://twitter.com/DarercaxD/status/476060665807769602,False,,0,,,,,,,"[{'user_id': '185482069', 'username': 'DarercaxD'}]",
1127,1143,476372841936338944,1402411110000,2014-06-10,20:08:30,India Standard Time,87965670,anneleenmeurs,Anneleen Meurs,,Statistics😡😤😟 #hateit #kuleuvenblokt #blok #student #study #leuven #needvacation #stress  http://instagram.com/p/pETJr2jq2y/ ,[],['http://instagram.com/p/pETJr2jq2y/'],[],0,0,0,"['#hateit', '#kuleuvenblokt', '#blok', '#student', '#study', '#leuven', '#needvacation', '#stress']",[],https://twitter.com/AnneleenMeurs/status/476372841936338944,False,,0,,,,,,,"[{'user_id': '87965670', 'username': 'AnneleenMeurs'}]",
1128,1144,476389161751306240,1402415001000,2014-06-10,21:13:21,India Standard Time,87965670,anneleenmeurs,Anneleen Meurs,,🔫📈📉📊📓📒 #statistics #kuleuven #kuleuvenblokt #exams #nolife #study #stress #student #fokdeblok  http://instagram.com/p/pEakpJjqyh/ ,[],['http://instagram.com/p/pEakpJjqyh/'],[],0,0,0,"['#statistics', '#kuleuven', '#kuleuvenblokt', '#exams', '#nolife', '#study', '#stress', '#student', '#fokdeblok']",[],https://twitter.com/AnneleenMeurs/status/476389161751306240,False,,0,,,,,,,"[{'user_id': '87965670', 'username': 'AnneleenMeurs'}]",
1129,1145,476971859024826368,1402553927000,2014-06-12,11:48:47,India Standard Time,49390707,r333zybr333zy,Rhys Nixon,,Photo: Tired due date time #selfie #me #swag #gpoy #glasses #adelaide #stress #student  http://tmblr.co/ZGyeUy1IU0oVa ,[],['http://tmblr.co/ZGyeUy1IU0oVa'],[],0,0,0,"['#selfie', '#me', '#swag', '#gpoy', '#glasses', '#adelaide', '#stress', '#student']",[],https://twitter.com/r333zybr333zy/status/476971859024826368,False,,0,,,,,,,"[{'user_id': '49390707', 'username': 'r333zybr333zy'}]",
1130,1146,478127681322881024,1402829497000,2014-06-15,16:21:37,India Standard Time,2577043420,jjlmvanderpeet,Janderpeet,,De laatste dagen voor alles moet worden ingeleverd. Stres die je wel kent.  http://onlikebaar.blogspot.com/2014/06/stres-kip.html?spref=tw … #stress #Student  pic.twitter.com/gd6UWHNWB5,[],['http://onlikebaar.blogspot.com/2014/06/stres-kip.html?spref=tw'],['https://pbs.twimg.com/media/BqKml5NIQAAdcoI.jpg'],0,0,0,"['#stress', '#student']",[],https://twitter.com/jjlmvanderpeet/status/478127681322881024,False,,0,,,,,,,"[{'user_id': '2577043420', 'username': 'jjlmvanderpeet'}]",
1131,1147,478536678685310976,1402927009000,2014-06-16,19:26:49,India Standard Time,609632639,ayagabion,Yana-ssi,,"Buti pa si stitch nakikisama, si BOTANY nd! Pocha na Botany na yan! #haggard #stress #student #study…  http://instagram.com/p/pTrJpRyuDd/ ",[],['http://instagram.com/p/pTrJpRyuDd/'],[],0,0,0,"['#haggard', '#stress', '#student', '#study']",[],https://twitter.com/AyaGabion/status/478536678685310976,False,,0,,,,,,,"[{'user_id': '609632639', 'username': 'AyaGabion'}]",
1132,1148,478852612624617472,1403002334000,2014-06-17,16:22:14,India Standard Time,118404979,oceylf,Ocey ℒf,,#bac #revision #student #studying #dying #france #french #francais #stress #books #peterpan #growup…  http://instagram.com/p/pV60gjEsO1/ ,[],['http://instagram.com/p/pV60gjEsO1/'],[],0,0,0,"['#bac', '#revision', '#student', '#studying', '#dying', '#france', '#french', '#francais', '#stress', '#books', '#peterpan', '#growup']",[],https://twitter.com/OceyLf/status/478852612624617472,False,,0,,,,,,,"[{'user_id': '118404979', 'username': 'OceyLf'}]",
1133,1149,479069835423256576,1403054124000,2014-06-18,06:45:24,India Standard Time,63419019,nadyarusly,nadya rusly,,:: study my last paper for this semester #study #student #exam #stress,[],[],[],0,0,0,"['#study', '#student', '#exam', '#stress']",[],https://twitter.com/nadyarusly/status/479069835423256576,False,,0,,,,,,,"[{'user_id': '63419019', 'username': 'nadyarusly'}]",
